"lith_name","lith_texture","lith_comp","color","verbatim_lith"
"lime mudstone",NULL,NULL,"medium grey","WK"
"lime mudstone",NULL,NULL,"medium grey","fine matrix of debris flow"
"lime mudstone",NULL,NULL,"medium grey","lime MST"
"lime mudstone",NULL,NULL,"medium grey","matrix of debris flow"
"lime mudstone",NULL,NULL,"medium grey",NULL
"lime mudstone",NULL,NULL,"olive black",NULL
"lime mudstone",NULL,NULL,"olive grey",NULL
"lime mudstone",NULL,NULL,"pale to medium grey",NULL
"lime mudstone",NULL,NULL,"red","gray-red limestone"
"lime mudstone",NULL,NULL,"red","red-gray limestone"
"lime mudstone",NULL,NULL,"red",NULL
"lime mudstone",NULL,NULL,"white",NULL
"lime mudstone",NULL,NULL,"yellowish brown",NULL
"lime mudstone",NULL,NULL,NULL,"Argillaceous limestone/ Calcareous mudstone"
"lime mudstone",NULL,NULL,NULL,"Fine-grained rhythmite"
"lime mudstone",NULL,NULL,NULL,"lime mudstone"
"lime mudstone",NULL,NULL,NULL,"micrite"
"lime mudstone",NULL,NULL,NULL,NULL
"limestone","clayey",NULL,"dark grey","Argillaceous limestone"
"limestone","clayey",NULL,NULL,"Argillaceous limestone"
"limestone","clayey",NULL,NULL,NULL
"limestone","muddy","calcareous",NULL,"Calcareous Mudstone"
"limestone","muddy","dolomitic",NULL,NULL
"limestone","muddy",NULL,"black","Black Shale"
"limestone","muddy",NULL,"black","argillaceous limestone"
"limestone","muddy",NULL,"black",NULL
"limestone","muddy",NULL,"dark grey","Argillaceous dark gray limestone composed of 85% matrix and 15% skeletal fossils"
"limestone","muddy",NULL,"dark grey","Dark gray argillaceous limestone, BI 4 and higher"
"limestone","muddy",NULL,"grey","argillaceous limestone"
"limestone","muddy",NULL,"light grey",NULL
"limestone","muddy",NULL,"reddish",NULL
"limestone","muddy",NULL,NULL,"Argillaceous limestone"
"limestone","muddy",NULL,NULL,"Argillaceous limestone composed of 70% fine-grained matrix and 30% skeletal fossils "
"limestone","muddy",NULL,NULL,"Argillaceous limestone, BI 4 and higher"
"limestone","muddy",NULL,NULL,"Argillcaoeus limestone composed of 85%matrix 15% fossil"
"limestone","muddy",NULL,NULL,"Carbonate (Goldberg)/Muddy carbonate  (Feng)"
"limestone","muddy",NULL,NULL,"Limestone"
"limestone","muddy",NULL,NULL,"ML"
"limestone","muddy",NULL,NULL,"Muddy Limestone"
"limestone","muddy",NULL,NULL,"Muddy carbonate"
"limestone","muddy",NULL,NULL,"Mudstone"
"limestone","muddy",NULL,NULL,"Very argillaceous limestone, BI 4-5"
"limestone","muddy",NULL,NULL,"argillaceous overcompacted limestone"
"limestone","muddy",NULL,NULL,NULL
"limestone","sandy",NULL,"black","Black sandy limestone"
"limestone","sandy",NULL,"reddish",NULL
"limestone","sandy",NULL,NULL,NULL
"limestone","silty","carbonaceous",NULL,NULL
"limestone","silty",NULL,"dark grey","Shale"
"limestone","silty",NULL,"dark grey","siltstone"
"limestone","silty",NULL,"reddish",NULL
"limestone","silty",NULL,NULL,"Dolostone"
"limestone","silty",NULL,NULL,"Limestone"
"limestone","silty",NULL,NULL,NULL
"limestone",NULL,"calcareous","grey",NULL
"limestone",NULL,"calcareous",NULL,"calcareous"
"limestone",NULL,"carbonaceous","grey",NULL
"limestone",NULL,"carbonaceous","reddish brown",NULL
"limestone",NULL,"carbonaceous",NULL,NULL
"limestone",NULL,"dolomitic","grey",NULL
"limestone",NULL,"dolomitic",NULL,NULL
"limestone",NULL,"phosphatic","grey",NULL
"limestone",NULL,"siliceous","dark grey",NULL
"limestone",NULL,"siliceous","grey",NULL
"limestone",NULL,"siliceous","white",NULL
"limestone",NULL,"siliceous",NULL,NULL
"limestone",NULL,NULL,"black","Black limestone"
"limestone",NULL,NULL,"black","calcareous"
"limestone",NULL,NULL,"black","limestone"
"limestone",NULL,NULL,"black",NULL
"limestone",NULL,NULL,"brown","Brownish limestone clasts"
"limestone",NULL,NULL,"dark grey",NULL
"limestone",NULL,NULL,"greenish grey",NULL
"limestone",NULL,NULL,"grey","limestone"
"limestone",NULL,NULL,"grey",NULL
"limestone",NULL,NULL,"grey to dark grey",NULL
"limestone",NULL,NULL,"greyish brown",NULL
"limestone",NULL,NULL,"light grey",NULL
"limestone",NULL,NULL,"pale grey",NULL
"limestone",NULL,NULL,"pinkish",NULL
"limestone",NULL,NULL,"pinkish grey",NULL
"limestone",NULL,NULL,"reddish",NULL
"limestone",NULL,NULL,"white",NULL
"limestone",NULL,NULL,"yellow",NULL
"limestone",NULL,NULL,"yellowish pink",NULL
"limestone",NULL,NULL,NULL,"Abundant flat clams"
"limestone",NULL,NULL,NULL,"Argillaceous fusulinid limestone (floatstone)"
"limestone",NULL,NULL,NULL,"Argillaceous fusulinid limestone (rudstone)"
"limestone",NULL,NULL,NULL,"Carbonate"
"limestone",NULL,NULL,NULL,"Fossiliferous limestone"
"limestone",NULL,NULL,NULL,"Limestone"
"limestone",NULL,NULL,NULL,"Limestone "
"limestone",NULL,NULL,NULL,"Limestone, base of cycle, bioturbated"
"limestone",NULL,NULL,NULL,"Limestone, bioclastic, algal layers"
"limestone",NULL,NULL,NULL,"Limestone, bioclastic, pyritic"
"limestone",NULL,NULL,NULL,"Limestone, clasts, pyrite"
"limestone",NULL,NULL,NULL,"Limestone, coarse laminae"
"limestone",NULL,NULL,NULL,"Limestone, muddier upward"
"limestone",NULL,NULL,NULL,"Limestone, pisoids"
"limestone",NULL,NULL,NULL,"Limestone, pyrite after bioclasts"
"limestone",NULL,NULL,NULL,"Limestone, top of cycle"
"limestone",NULL,NULL,NULL,"Radiolarian"
"limestone",NULL,NULL,NULL,"Siliciclastic"
"limestone",NULL,NULL,NULL,"calcareous"
"limestone",NULL,NULL,NULL,"limestone"
"limestone",NULL,NULL,NULL,"limstone"
"limestone",NULL,NULL,NULL,NULL
"marl","sandy","calcareous","dark yellowish brown",NULL
"marl",NULL,"calcareous","grey",NULL
"marl",NULL,"calcareous","moderate yellowish brown",NULL
"marl",NULL,"carbonaceous","black",NULL
"marl",NULL,"carbonaceous",NULL,NULL
"marl",NULL,"dolomitic",NULL,NULL
"marl",NULL,NULL,"dark grey","calcareous marl"
"marl",NULL,NULL,"dark grey",NULL
"marl",NULL,NULL,"light grey","calcareous marl"
"marl",NULL,NULL,"light grey",NULL
"marl",NULL,NULL,"medium grey","calcareous marl"
"marl",NULL,NULL,"moderate yellowish brown",NULL
"marl",NULL,NULL,"pale grey","calcareous marl"
"marl",NULL,NULL,"red","red marl"
"marl",NULL,NULL,"yellow",NULL
"marl",NULL,NULL,NULL,"marl"
"marl",NULL,NULL,NULL,NULL
"marlstone",NULL,NULL,"black",NULL
"marlstone",NULL,NULL,NULL,NULL
"mud","silty",NULL,NULL,NULL
"mud",NULL,"calcareous",NULL,NULL
"mud",NULL,NULL,"black",NULL
"mud",NULL,NULL,"greenish grey",NULL
"mud",NULL,NULL,NULL,NULL
"mudstone","clayey","carbonaceous","black",NULL
"mudstone","clayey","carbonaceous","dark grey",NULL
"mudstone","clayey","carbonaceous",NULL,NULL
"mudstone","clayey","dolomitic","dark grey",NULL
"mudstone","clayey","dolomitic","grey",NULL
"mudstone","clayey",NULL,"black",NULL
"mudstone","clayey",NULL,"dark grey",NULL
"mudstone","clayey",NULL,NULL,"argillaceous mudstone"
"mudstone","muddy","calcareous",NULL,"Muddy Limestone"
"mudstone","muddy","carbonaceous","black",NULL
"mudstone","muddy","siliceous","black",NULL
"mudstone","muddy",NULL,"black","argillaceous limestone"
"mudstone","muddy",NULL,NULL,"Muddy Limestone"
"mudstone","sandy",NULL,"grey",NULL
"mudstone","sandy",NULL,NULL,NULL
"mudstone","silty","calcareous","black",NULL
"mudstone","silty","calcareous","medium dark grey",NULL
"mudstone","silty","calcareous","medium grey",NULL
"mudstone","silty","calcareous","medium light grey",NULL
"mudstone","silty","calcareous","very dark grey",NULL
"mudstone","silty","calcareous",NULL,"Calcareous Mudstone"
"mudstone","silty","calcareous",NULL,"Silty Mudstone"
"mudstone","silty","calcareous",NULL,NULL
"mudstone","silty","dolomitic",NULL,NULL
"mudstone","silty","micaceous","dark grey",NULL
"mudstone","silty","micaceous","grey",NULL
"mudstone","silty","micaceous","medium dark grey",NULL
"mudstone","silty","micaceous","medium grey",NULL
"mudstone","silty","micaceous",NULL,NULL
"mudstone","silty","siliceous","black",NULL
"mudstone","silty","siliceous","dark green",NULL
"mudstone","silty","siliceous","green",NULL
"mudstone","silty","siliceous","grey",NULL
"mudstone","silty","siliceous","olive green",NULL
"mudstone","silty","siliceous","pale brown",NULL
"mudstone","silty","siliceous","red",NULL
"mudstone","silty","siliceous",NULL,"Silty Mudstone"
"mudstone","silty",NULL,"black",NULL
"mudstone","silty",NULL,"bluish black",NULL
"mudstone","silty",NULL,"dark grey",NULL
"mudstone","silty",NULL,"grey",NULL
"mudstone","silty",NULL,"greyish black",NULL
"mudstone","silty",NULL,"medium dark grey",NULL
"mudstone","silty",NULL,"medium grey",NULL
"mudstone","silty",NULL,"pale to medium grey",NULL
"mudstone","silty",NULL,"reddish brown",NULL
"mudstone","silty",NULL,"very dark greenish grey",NULL
"mudstone","silty",NULL,"very dark grey",NULL
"mudstone","silty",NULL,NULL,"Mudstone"
"mudstone","silty",NULL,NULL,"SM"
"mudstone","silty",NULL,NULL,"SS"
"mudstone","silty",NULL,NULL,"Silty Mudstone"
"mudstone","silty",NULL,NULL,"Silty mudstone"
"mudstone","silty",NULL,NULL,NULL
"mudstone",NULL,"calcareous","black","black shale"
"mudstone",NULL,"calcareous","black",NULL
"mudstone",NULL,"calcareous","brownish black",NULL
"mudstone",NULL,"calcareous","dark grey","Calcite mudrock"
"mudstone",NULL,"calcareous","dark grey","Dark gray calcareous mudrock with very fine coaly detritus, BI 3-10"
"mudstone",NULL,"calcareous","dark grey","Dark gray calcareous mudrock with very fine coaly detritus, BI 3-11"
"mudstone",NULL,"calcareous","dark grey","Dark gray calcareous mudrock with very fine coaly detritus, BI 3-4"
"mudstone",NULL,"calcareous","dark grey","Dark gray calcareous mudrock with very fine coaly detritus, BI 3-5"
"mudstone",NULL,"calcareous","dark grey","Dark gray calcareous mudrock with very fine coaly detritus, BI 3-6"
"mudstone",NULL,"calcareous","dark grey","Dark gray calcareous mudrock with very fine coaly detritus, BI 3-7"
"mudstone",NULL,"calcareous","dark grey","Dark gray calcareous mudrock with very fine coaly detritus, BI 3-8"
"mudstone",NULL,"calcareous","dark grey","Dark gray calcareous mudrock with very fine coaly detritus, BI 3-9"
"mudstone",NULL,"calcareous","dark grey","calcareous laminated mudstone"
"mudstone",NULL,"calcareous","dark grey","calcareous mudrock"
"mudstone",NULL,"calcareous","dark grey","calcareous mudstone"
"mudstone",NULL,"calcareous","dark grey","thick-laminated calcareous mudstone, associated with nodules"
"mudstone",NULL,"calcareous","dark grey","very weakly calcareous mudstone"
"mudstone",NULL,"calcareous","dark grey","weakly calcareous mudstone"
"mudstone",NULL,"calcareous","dark grey",NULL
"mudstone",NULL,"calcareous","greenish grey",NULL
"mudstone",NULL,"calcareous","grey","calcareous mudstone"
"mudstone",NULL,"calcareous","grey",NULL
"mudstone",NULL,"calcareous","greyish black",NULL
"mudstone",NULL,"calcareous","light grey","calcareous mudstone"
"mudstone",NULL,"calcareous","medium dark grey","calc. mudstone (weakly)"
"mudstone",NULL,"calcareous","medium dark grey","calcareous mudstone"
"mudstone",NULL,"calcareous","medium dark grey",NULL
"mudstone",NULL,"calcareous","medium grey","calcareous mudstone"
"mudstone",NULL,"calcareous","yellowish beige","Calcite mudrock"
"mudstone",NULL,"calcareous",NULL,"CM"
"mudstone",NULL,"calcareous",NULL,"Calcareous Mudstone"
"mudstone",NULL,"calcareous",NULL,"Calcareous mudrocks"
"mudstone",NULL,"calcareous",NULL,"Calcareous mudstone"
"mudstone",NULL,"calcareous",NULL,"Mudstone"
"mudstone",NULL,"calcareous",NULL,"Skeletal-bearing argillaceous mudrocks"
"mudstone",NULL,"calcareous",NULL,"calcareous mudstone"
"mudstone",NULL,"calcareous",NULL,"calcareous mudstone "
"mudstone",NULL,"calcareous",NULL,"calcareous mudstone w/ concretions "
"mudstone",NULL,"calcareous",NULL,"calcareous mudstone w/ limestone beds "
"mudstone",NULL,"calcareous",NULL,NULL
"mudstone",NULL,"carbonaceous","black",NULL
"mudstone",NULL,"carbonaceous","dark grey",NULL
"mudstone",NULL,"carbonaceous","grey","calcareous mudstone"
"mudstone",NULL,"carbonaceous","grey",NULL
"mudstone",NULL,"carbonaceous",NULL,"Sooty Mudstone"
"mudstone",NULL,"carbonaceous",NULL,"carbonate nodule"
"mudstone",NULL,"carbonaceous",NULL,NULL
"mudstone",NULL,"dolomitic","dark brown",NULL
"mudstone",NULL,"dolomitic","dark reddish grey",NULL
"mudstone",NULL,"dolomitic","greenish beige",NULL
"mudstone",NULL,"dolomitic","red",NULL
"mudstone",NULL,"dolomitic","reddish brown",NULL
"mudstone",NULL,"dolomitic","yellowish beige",NULL
"mudstone",NULL,"dolomitic",NULL,NULL
"mudstone",NULL,"micaceous","medium dark grey",NULL
"mudstone",NULL,"phosphatic","dark grey","dark gray phosphoritic mudstone"
"mudstone",NULL,"phosphatic","greyish black",NULL
"mudstone",NULL,"phosphatic",NULL,"phosphatic mudstone"
"mudstone",NULL,"phosphatic",NULL,NULL
"mudstone",NULL,"pyritiferous","dark grey","dark gray pyritic laminated mudstone"
"mudstone",NULL,"pyritiferous","dark grey","dark gray pyritic mudstone"
"mudstone",NULL,"pyritiferous","dark grey",NULL
"mudstone",NULL,"pyritiferous","grey","gray pyritic laminated mudstone"
"mudstone",NULL,"pyritiferous","grey",NULL
"mudstone",NULL,"pyritiferous",NULL,NULL
"mudstone",NULL,"siliceous","black","siliceous mudstone"
"mudstone",NULL,"siliceous","black",NULL
"mudstone",NULL,"siliceous","dark grey","Dark grey mudstone"
"mudstone",NULL,"siliceous","dark grey",NULL
"mudstone",NULL,"siliceous","grey","siliceous mudstone"
"mudstone",NULL,"siliceous","red",NULL
"mudstone",NULL,"siliceous",NULL,"Muddy Siltstone"
"mudstone",NULL,"siliceous",NULL,"Siliceous mudrocks"
"mudstone",NULL,"siliceous",NULL,"Siliceous mudstone"
"mudstone",NULL,"siliceous",NULL,"cherty mudstone"
"mudstone",NULL,"siliceous",NULL,NULL
"mudstone",NULL,NULL,"black","Fine grained sedimentary drape over dropstone"
"mudstone",NULL,NULL,"black","mudstone/siltstone"
"mudstone",NULL,NULL,"black",NULL
"mudstone",NULL,NULL,"brown","brown mudstone"
"mudstone",NULL,NULL,"brownish red","brown-red mudstone"
"mudstone",NULL,NULL,"dark grey","Mudrock"
"mudstone",NULL,NULL,"dark grey","calcareous silstone"
"mudstone",NULL,NULL,"dark grey","dark gray laminated mudstone"
"mudstone",NULL,NULL,"dark grey","dark gray mudstone"
"mudstone",NULL,NULL,"dark grey","mudstone"
"mudstone",NULL,NULL,"dark grey","mudstone with discontinuous dark laminae"
"mudstone",NULL,NULL,"dark grey","mudstone/siltstone"
"mudstone",NULL,NULL,"dark grey","non-calc mudstone"
"mudstone",NULL,NULL,"dark grey","shale"
"mudstone",NULL,NULL,"dark grey","shale graptolitic shale"
"mudstone",NULL,NULL,"dark grey","shale interbedded in sandstone"
"mudstone",NULL,NULL,"dark grey","shale interbedded w/ limestone debris & siltstone "
"mudstone",NULL,NULL,"dark grey","shale interbedded w/ sandstone"
"mudstone",NULL,NULL,"dark grey","shale interbedded w/ sandstone carbonate debris "
"mudstone",NULL,NULL,"dark grey","silicic(?) shale interbedded in sandstone"
"mudstone",NULL,NULL,"dark grey","silstone interbedded w/ sandstone and carbonate debris"
"mudstone",NULL,NULL,"dark grey","silty shale"
"mudstone",NULL,NULL,"dark grey",NULL
"mudstone",NULL,NULL,"dark reddish brown",NULL
"mudstone",NULL,NULL,"green","green mudstone"
"mudstone",NULL,NULL,"green",NULL
"mudstone",NULL,NULL,"grey","bioturbated shale"
"mudstone",NULL,NULL,"grey","gray laminated mudstone"
"mudstone",NULL,NULL,"grey","gray mudstone"
"mudstone",NULL,NULL,"grey","gray shaley mudstone"
"mudstone",NULL,NULL,"grey","grey mudstone "
"mudstone",NULL,NULL,"grey","grey shale "
"mudstone",NULL,NULL,"grey","limestone"
"mudstone",NULL,NULL,"grey","shale interbedded w/ sandstone"
"mudstone",NULL,NULL,"grey","shale interbedded w/ sandstone and silstone"
"mudstone",NULL,NULL,"grey","shale interbedded w/ siltstone and sandstone"
"mudstone",NULL,NULL,"grey","silver-gray mudstone"
"mudstone",NULL,NULL,"grey",NULL
"mudstone",NULL,NULL,"grey green","gray-green mudstone"
"mudstone",NULL,NULL,"greyish black",NULL
"mudstone",NULL,NULL,"medium dark grey",NULL
"mudstone",NULL,NULL,"medium grey",NULL
"mudstone",NULL,NULL,"olive grey",NULL
"mudstone",NULL,NULL,"pale grey",NULL
"mudstone",NULL,NULL,"pale to medium grey",NULL
"mudstone",NULL,NULL,"purple",NULL
"mudstone",NULL,NULL,"red","red-brown mudstone"
"mudstone",NULL,NULL,"red",NULL
"mudstone",NULL,NULL,"very dark grey",NULL
"mudstone",NULL,NULL,"yellowish beige","Mudrock"
"mudstone",NULL,NULL,NULL,"Argillaceous mudrocks"
"mudstone",NULL,NULL,NULL,"Argillaceous mudstone"
"mudstone",NULL,NULL,NULL,"Black mudrock"
"mudstone",NULL,NULL,NULL,"Black mudrock, flat clams"
"mudstone",NULL,NULL,NULL,"Black mudrock, pyritic, flat clams"
"mudstone",NULL,NULL,NULL,"Black mudrock, pyritic, minor flat clams"
"mudstone",NULL,NULL,NULL,"Carbonate (Goldberg)/Laminated mudstone (Feng)"
"mudstone",NULL,NULL,NULL,"Dark mudstone"
"mudstone",NULL,NULL,NULL,"Dk ms, pyritic, flat clams"
"mudstone",NULL,NULL,NULL,"Gray mudrock"
"mudstone",NULL,NULL,NULL,"Gray/black mudrock (transitional)"
"mudstone",NULL,NULL,NULL,"Green mudrock"
"mudstone",NULL,NULL,NULL,"Muddy Siltstone"
"mudstone",NULL,NULL,NULL,"Muddy carbonate (Goldberg)/Laminated mudstone (Feng)"
"mudstone",NULL,NULL,NULL,"Mudstone"
"mudstone",NULL,NULL,NULL,"black shale"
"mudstone",NULL,NULL,NULL,"grey mudstone interbedded w/ hemestone"
"mudstone",NULL,NULL,NULL,"mudstone"
"mudstone",NULL,NULL,NULL,"mudstone "
"mudstone",NULL,NULL,NULL,"mudstone/siltstone"
"mudstone",NULL,NULL,NULL,NULL
"nodule",NULL,NULL,NULL,"authigenic calcite nodule"
"ooze","clayey","siliceous",NULL,NULL
"ooze",NULL,"calcareous","dark greyish orange",NULL
"ooze",NULL,"calcareous","moderate yellowish brown",NULL
"ooze",NULL,"calcareous","pale brown",NULL
"ooze",NULL,"calcareous","pale yellowish brown",NULL
"ooze",NULL,"calcareous","very pale orange",NULL
"ooze",NULL,"calcareous",NULL,NULL
"ooze",NULL,"siliceous","moderate yellowish brown",NULL
"ooze",NULL,NULL,"white",NULL
"ore",NULL,"Ni-Mo","black","Ni-Mo Ore horizon"
"ore",NULL,"Vanadium",NULL,"V ore"
"packstone","clayey",NULL,"dark grey","argill skel PK"
"packstone","muddy","calcareous","grey",NULL
"packstone","muddy",NULL,NULL,NULL
"packstone",NULL,"calcareous","grey",NULL
"packstone",NULL,"calcareous",NULL,NULL
"packstone",NULL,"dolomitic",NULL,NULL
"packstone",NULL,"siliceous",NULL,NULL
"packstone",NULL,NULL,"blue grey",NULL
"packstone",NULL,NULL,"dark grey","peloid PK-GST"
"packstone",NULL,NULL,"dark grey","skel  PK"
"packstone",NULL,NULL,"dark grey","skel PK"
"packstone",NULL,NULL,"dark grey","skel WK"
"packstone",NULL,NULL,"dark grey","skeletal PK"
"packstone",NULL,NULL,"green",NULL
"packstone",NULL,NULL,"medium grey","PK"
"packstone",NULL,NULL,"medium grey","skel PKST"
"packstone",NULL,NULL,NULL,"HCS and Planar Laminated Packstone-Grainstone"
"packstone",NULL,NULL,NULL,"Massive-Bedded Packstone-Grainstone"
"packstone",NULL,NULL,NULL,NULL
"phosphorite",NULL,NULL,"black","Phosphorite"
"phosphorite",NULL,NULL,"grey",NULL
"phosphorite",NULL,NULL,NULL,"Phosphorite"
"phosphorite",NULL,NULL,NULL,"Phosphorite "
"phosphorite",NULL,NULL,NULL,"hardground"
"phosphorite",NULL,NULL,NULL,"phosphatic beds"
"phosphorite",NULL,NULL,NULL,"phosphorite nodule"
"phosphorite",NULL,NULL,NULL,NULL
"phyllite",NULL,NULL,NULL,NULL
"regolith",NULL,NULL,"brown","Rsa"
"regolith",NULL,NULL,NULL,NULL
"sand",NULL,NULL,NULL,NULL
"sandstone","clayey","siliceous","black",NULL
"sandstone","clayey",NULL,NULL,"Argillaceous sandstone"
"sandstone","muddy","carbonaceous","grey",NULL
"sandstone","muddy",NULL,"grey",NULL
"sandstone","muddy",NULL,NULL,"sandstone from shale and pebble enriched base, just above unconformity"
"sandstone","sandy","siliceous","reddish",NULL
"sandstone","silty",NULL,"dark grey",NULL
"sandstone","silty",NULL,"very dark grey",NULL
"sandstone","silty",NULL,NULL,NULL
"sandstone",NULL,"calcareous","grey","Ssa"
"sandstone",NULL,"calcareous",NULL,"Calcareous sandstone"
"sandstone",NULL,"calcareous",NULL,"sandstone with calcareous cement, rare root moulds and Microcodium"
"sandstone",NULL,"calcareous",NULL,NULL
"sandstone",NULL,"dolomitic","grey","Interbedded dolomitic siltstone"
"sandstone",NULL,"dolomitic","grey","Sda"
"sandstone",NULL,"dolomitic","grey","Ssa"
"sandstone",NULL,NULL,"black",NULL
"sandstone",NULL,NULL,"dark grey","Coarse sandstone, cross-bedding"
"sandstone",NULL,NULL,"dark grey","Ssa"
"sandstone",NULL,NULL,"dark grey","mud-sandstone alternation"
"sandstone",NULL,NULL,"dark grey","sandstone"
"sandstone",NULL,NULL,"dark grey",NULL
"sandstone",NULL,NULL,"green",NULL
"sandstone",NULL,NULL,"grey","Ssa"
"sandstone",NULL,NULL,"light green grey",NULL
"sandstone",NULL,NULL,"red","Red-colored sandstone"
"sandstone",NULL,NULL,"reddish brown",NULL
"sandstone",NULL,NULL,"tan","Fine sandstone, ripple marks"
"sandstone",NULL,NULL,"tan","Sandstone"
"sandstone",NULL,NULL,NULL,"Buff, dolomitic, fine-grained sandstone."
"sandstone",NULL,NULL,NULL,"Grey, dolomitic, fine-grained, laminated sandstone."
"sandstone",NULL,NULL,NULL,"Light grey, massive, dolomitic sandstone."
"sandstone",NULL,NULL,NULL,"Pebble-rich sandstone, 30% clasts 70% sandstone matrix"
"sandstone",NULL,NULL,NULL,"Quartzose sandstone"
"sandstone",NULL,NULL,NULL,"Sandstone"
"sandstone",NULL,NULL,NULL,"quartzite"
"sandstone",NULL,NULL,NULL,"sandstone"
"sandstone",NULL,NULL,NULL,"sandstone/conglomerate"
"sandstone",NULL,NULL,NULL,NULL
"shale","clayey","calcareous","black",NULL
"shale","clayey","carbonaceous","black",NULL
"shale","clayey","carbonaceous","dark grey",NULL
"shale","clayey","dolomitic","dark grey",NULL
"shale","clayey","dolomitic","moderate brown",NULL
"shale","clayey","micaceous","dark grey",NULL
"shale","clayey","pyritiferous","black",NULL
"shale","clayey","siliceous","black",NULL
"shale","clayey","siliceous","dark greyish black",NULL
"shale","clayey","siliceous","greenish black",NULL
"shale","clayey",NULL,"black",NULL
"shale","clayey",NULL,"blue grey",NULL
"shale","clayey",NULL,"dark grey",NULL
"shale","clayey",NULL,"green",NULL
"shale","clayey",NULL,"greenish grey",NULL
"shale","clayey",NULL,"grey",NULL
"shale","clayey",NULL,"light grey",NULL
"shale","clayey",NULL,"medium dark green",NULL
"shale","clayey",NULL,"medium dark grey",NULL
"shale","muddy","calcareous","black","black fissile shale (carbonaceous, calcareous)"
"shale","muddy","calcareous","grey",NULL
"shale","muddy","carbonaceous","black","black fissile shale"
"shale","muddy","carbonaceous","black",NULL
"shale","muddy","carbonaceous","grey",NULL
"shale","muddy","carbonaceous",NULL,NULL
"shale","muddy","siliceous","black",NULL
"shale","muddy","siliceous","brown",NULL
"shale","muddy","siliceous","dark brown",NULL
"shale","muddy","siliceous","dark green-grey",NULL
"shale","muddy","siliceous","dark grey",NULL
"shale","muddy","siliceous","dark red",NULL
"shale","muddy","siliceous","green",NULL
"shale","muddy","siliceous","greenish black",NULL
"shale","muddy","siliceous","grey",NULL
"shale","muddy","siliceous","olive green",NULL
"shale","muddy","siliceous","pale brown",NULL
"shale","muddy","siliceous","purple",NULL
"shale","muddy","siliceous","red",NULL
"shale","muddy","siliceous",NULL,NULL
"shale","muddy",NULL,NULL,NULL
"shale","sandy","calcareous","dark grey",NULL
"shale","sandy","calcareous","light grey",NULL
"shale","sandy","carbonaceous","black",NULL
"shale","sandy","siliceous","grey",NULL
"shale","sandy",NULL,NULL,"Sandy shale"
"shale","silty","calcareous","black",NULL
"shale","silty","calcareous","dark grey",NULL
"shale","silty","calcareous","greenish grey",NULL
"shale","silty","calcareous","grey",NULL
"shale","silty","calcareous","reddish brown",NULL
"shale","silty","calcareous",NULL,"CSM"
"shale","silty","calcareous",NULL,"silty shale (carbonaceous, calcareous)"
"shale","silty","calcareous",NULL,"silty shale with thin siltstone beds (carbonaceous, calcareous)"
"shale","silty","calcareous",NULL,NULL
"shale","silty","carbonaceous","black",NULL
"shale","silty","carbonaceous","brownish black",NULL
"shale","silty","carbonaceous","dark grey",NULL
"shale","silty","carbonaceous","grey",NULL
"shale","silty","carbonaceous","red",NULL
"shale","silty","carbonaceous",NULL,"Sooty Silty Shale"
"shale","silty","carbonaceous",NULL,"silty shale"
"shale","silty","carbonaceous",NULL,"silty shale with thin siltstone beds"
"shale","silty","carbonaceous",NULL,NULL
"shale","silty","dolomitic","dark grey","dolomitic siltstone/silty shale"
"shale","silty","dolomitic","dark grey",NULL
"shale","silty","dolomitic","grey",NULL
"shale","silty","dolomitic","light grey",NULL
"shale","silty","dolomitic","medium light grey",NULL
"shale","silty","dolomitic",NULL,NULL
"shale","silty","micaceous",NULL,NULL
"shale","silty","pyritiferous","black",NULL
"shale","silty","pyritiferous","dark grey",NULL
"shale","silty","siliceous","black",NULL
"shale","silty","siliceous","dark grey","dark gray to black silty shale"
"shale","silty","siliceous","dark grey",NULL
"shale","silty","siliceous","green",NULL
"shale","silty","siliceous","grey",NULL
"shale","silty","siliceous","light grey","light gray silty shale"
"shale","silty","siliceous","reddish brown",NULL
"shale","silty","siliceous",NULL,"Cherty Shale with Silty Beds"
"shale","silty","siliceous",NULL,NULL
"shale","silty",NULL,"black","Silty Mudstone"
"shale","silty",NULL,"black","Silty black shale"
"shale","silty",NULL,"black","black shale w/quartz laminae"
"shale","silty",NULL,"black",NULL
"shale","silty",NULL,"dark grey","Dark gray silty shale with coaly detritus, BI 10"
"shale","silty",NULL,"dark grey","Dark gray silty shale with coaly detritus, BI 11"
"shale","silty",NULL,"dark grey","Dark gray silty shale with coaly detritus, BI 12"
"shale","silty",NULL,"dark grey","Dark gray silty shale with coaly detritus, BI 3"
"shale","silty",NULL,"dark grey","Dark gray silty shale with coaly detritus, BI 4"
"shale","silty",NULL,"dark grey","Dark gray silty shale with coaly detritus, BI 5"
"shale","silty",NULL,"dark grey","Dark gray silty shale with coaly detritus, BI 6"
"shale","silty",NULL,"dark grey","Dark gray silty shale with coaly detritus, BI 7"
"shale","silty",NULL,"dark grey","Dark gray silty shale with coaly detritus, BI 8"
"shale","silty",NULL,"dark grey","Dark gray silty shale with coaly detritus, BI 9"
"shale","silty",NULL,"dark grey","Shale"
"shale","silty",NULL,"dark grey","shale"
"shale","silty",NULL,"dark grey",NULL
"shale","silty",NULL,"green","Shale"
"shale","silty",NULL,"greenish grey","Shale"
"shale","silty",NULL,"greenish grey",NULL
